Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Male,Product Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,1799497
Male,Product Manager,14,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Lucknow,2215868
Male,Product Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Lucknow,1070055
Male,Product Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Kanpur,1868531
Male,Product Manager,10,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Kanpur,2044274
Male,Product Manager,17,"Leadership, Team Management, Strategic Planning",High School,Kanpur,1750886
Male,Product Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Nagpur,1401748
Female,Product Manager,1,"Leadership, Team Management, Strategic Planning",Bachelors,Nagpur,984178
Non-binary,Product Manager,0,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Nagpur,1237065
Male,Product Manager,4,"Leadership, Team Management, Strategic Planning",High School,Indore,1128154
Male,Product Manager,11,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Indore,2341211
Male,Product Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Indore,2008157
Male,Product Manager,1,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Patna,1088071
Male,Product Manager,13,"Leadership, Team Management, Strategic Planning",Bachelors,Patna,1551731
Male,Product Manager,8,"Leadership, Team Management, Strategic Planning",Bachelors,Patna,1318076
Female,Product Manager,18,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Bhopal,2090917
Male,Product Manager,17,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Bhopal,2642800
Male,Product Manager,14,"Leadership, Team Management, Strategic Planning",High School,Bhopal,1408753
Male,Product Manager,15,"Leadership, Team Management, Strategic Planning",High School,Coimbatore,1671576
Female,Product Manager,3,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Coimbatore,1430597
Female,Product Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Coimbatore,1169684
Male,Product Manager,17,"Leadership, Team Management, Strategic Planning",Bachelors,Kochi,2091222
Male,Product Manager,11,"Leadership, Team Management, Strategic Planning",Bachelors,Kochi,1679912
Female,Product Manager,6,"Leadership, Team Management, Strategic Planning",Bachelors,Kochi,1213846
Male,Product Manager,1,"Leadership, Team Management, Strategic Planning",High School,Thiruvananthapuram,861524
Female,Product Manager,19,"Leadership, Team Management, Strategic Planning",Bachelors,Thiruvananthapuram,2091715
Male,Product Manager,11,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Thiruvananthapuram,2433513
Male,Product Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Vadodara,1273407
Male,Product Manager,13,"Leadership, Team Management, Strategic Planning",High School,Vadodara,1616298
Female,Product Manager,14,"Leadership, Team Management, Strategic Planning",High School,Vadodara,1616424
Male,Product Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Nashik,1373163
Male,Product Manager,9,"Leadership, Team Management, Strategic Planning",High School,Nashik,1255290
Female,Product Manager,15,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Nashik,2263753
Male,Product Manager,7,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,1469477
Non-binary,Product Manager,13,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Rajkot,2019019
Male,Product Manager,13,"Leadership, Team Management, Strategic Planning",Bachelors,Rajkot,1941287
Female,Product Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Chandigarh,1602640
Female,Product Manager,4,"Leadership, Team Management, Strategic Planning",Bachelors,Chandigarh,1187917
Male,Product Manager,12,"Leadership, Team Management, Strategic Planning",High School,Chandigarh,1665025
Female,Product Manager,12,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Gurgaon,2933622
Female,Product Manager,15,"Leadership, Team Management, Strategic Planning",High School,Gurgaon,1963406
Male,Product Manager,19,"Leadership, Team Management, Strategic Planning",High School,Gurgaon,2810097
Non-binary,Product Manager,16,"Leadership, Team Management, Strategic Planning",Bachelors,Noida,2131438
Female,Product Manager,13,"Leadership, Team Management, Strategic Planning",Bachelors,Noida,2080628
Female,Product Manager,18,"Leadership, Team Management, Strategic Planning",High School,Faridabad,1916284
Female,Product Manager,16,"Leadership, Team Management, Strategic Planning",High School,Faridabad,1925352
Female,Product Manager,19,"Leadership, Team Management, Strategic Planning",High School,Faridabad,1928518
Female,Product Manager,11,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Ghaziabad,2046826
Male,Product Manager,9,"Leadership, Team Management, Strategic Planning",PhD/Doctorate,Ghaziabad,2804832
Female,Product Manager,0,"Leadership, Team Management, Strategic Planning",High School,Ghaziabad,872975
Female,Product Manager,7,"Leadership, Team Management, Strategic Planning",Masters/Postgraduate,Remote,1944690
Male,Product Manager,3,"Leadership, Team Management, Strategic Planning",Bachelors,Remote,1620864
Male,Product Manager,14,"Leadership, Team Management, Strategic Planning",Bachelors,Remote,2121062
Female,Technical Lead,6,"Professional Skills, Communication",High School,Mumbai,1332190
Female,Technical Lead,1,"Professional Skills, Communication",PhD/Doctorate,Mumbai,1700572
Male,Technical Lead,12,"Professional Skills, Communication",Masters/Postgraduate,Mumbai,2778951
Male,Technical Lead,0,"Professional Skills, Communication",High School,Delhi,1006611
Male,Technical Lead,12,"Professional Skills, Communication",Masters/Postgraduate,Delhi,2708977
Male,Technical Lead,5,"Professional Skills, Communication",Masters/Postgraduate,Delhi,2082459
Male,Technical Lead,15,"Professional Skills, Communication",High School,Bangalore,2514129
Male,Technical Lead,20,"Professional Skills, Communication",Bachelors,Bangalore,2912244
Female,Technical Lead,5,"Professional Skills, Communication",High School,Bangalore,1261559
Female,Technical Lead,15,"Professional Skills, Communication",Masters/Postgraduate,Chennai,2340286
Male,Technical Lead,1,"Professional Skills, Communication",Masters/Postgraduate,Chennai,1650024
Male,Technical Lead,1,"Professional Skills, Communication",Bachelors,Chennai,1359631
Male,Technical Lead,8,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,2090405
Male,Technical Lead,5,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,1842960
Male,Technical Lead,0,"Professional Skills, Communication",Bachelors,Hyderabad,1294472
Male,Technical Lead,0,"Professional Skills, Communication",Masters/Postgraduate,Pune,1607379
Female,Technical Lead,10,"Professional Skills, Communication",High School,Pune,1511559
Male,Technical Lead,10,"Professional Skills, Communication",Masters/Postgraduate,Pune,2206524
Female,Technical Lead,17,"Professional Skills, Communication",PhD/Doctorate,Kolkata,2464929
Female,Technical Lead,5,"Professional Skills, Communication",Bachelors,Kolkata,1140742
Male,Technical Lead,17,"Professional Skills, Communication",Bachelors,Kolkata,2061588
Female,Technical Lead,11,"Professional Skills, Communication",High School,Ahmedabad,1465883
Male,Technical Lead,12,"Professional Skills, Communication",High School,Ahmedabad,1682423
Female,Technical Lead,0,"Professional Skills, Communication",Bachelors,Ahmedabad,1034350
Female,Technical Lead,16,"Professional Skills, Communication",Masters/Postgraduate,Surat,1991045
Female,Technical Lead,7,"Professional Skills, Communication",High School,Surat,1047683
Female,Technical Lead,15,"Professional Skills, Communication",Masters/Postgraduate,Surat,1940132
Female,Technical Lead,18,"Professional Skills, Communication",High School,Jaipur,1405256
Male,Technical Lead,14,"Professional Skills, Communication",PhD/Doctorate,Jaipur,2380228
Male,Technical Lead,2,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,1339564
Male,Technical Lead,14,"Professional Skills, Communication",Bachelors,Lucknow,1693934
Male,Technical Lead,17,"Professional Skills, Communication",Bachelors,Lucknow,1806625
Male,Technical Lead,7,"Professional Skills, Communication",Bachelors,Lucknow,1211459
Male,Technical Lead,14,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,2114065
Female,Technical Lead,20,"Professional Skills, Communication",Bachelors,Kanpur,1766140
Female,Technical Lead,15,"Professional Skills, Communication",High School,Kanpur,1364239
Male,Technical Lead,4,"Professional Skills, Communication",PhD/Doctorate,Nagpur,1684935
Male,Technical Lead,12,"Professional Skills, Communication",Bachelors,Nagpur,1753588
Male,Technical Lead,15,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,2258238
Male,Technical Lead,8,"Professional Skills, Communication",Bachelors,Indore,1347805
Male,Technical Lead,2,"Professional Skills, Communication",Masters/Postgraduate,Indore,1123588
Female,Technical Lead,6,"Professional Skills, Communication",Bachelors,Indore,1091260
Male,Technical Lead,17,"Professional Skills, Communication",PhD/Doctorate,Patna,2610350
Female,Technical Lead,16,"Professional Skills, Communication",Masters/Postgraduate,Patna,1690753
Female,Technical Lead,16,"Professional Skills, Communication",Bachelors,Patna,1592629
Male,Technical Lead,9,"Professional Skills, Communication",High School,Bhopal,1202923
Female,Technical Lead,0,"Professional Skills, Communication",PhD/Doctorate,Bhopal,1032260
Male,Technical Lead,5,"Professional Skills, Communication",High School,Bhopal,1058349
Male,Technical Lead,14,"Professional Skills, Communication",High School,Coimbatore,1549295
Female,Technical Lead,17,"Professional Skills, Communication",Bachelors,Coimbatore,1595975
Female,Technical Lead,20,"Professional Skills, Communication",High School,Coimbatore,1443296
Male,Technical Lead,5,"Professional Skills, Communication",Masters/Postgraduate,Kochi,1493648
Female,Technical Lead,15,"Professional Skills, Communication",Masters/Postgraduate,Kochi,1953114
Male,Technical Lead,20,"Professional Skills, Communication",High School,Kochi,2045091
Male,Technical Lead,20,"Professional Skills, Communication",Masters/Postgraduate,Thiruvananthapuram,2656339
Male,Technical Lead,2,"Professional Skills, Communication",Masters/Postgraduate,Thiruvananthapuram,1384068
Female,Technical Lead,19,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,1799191
Female,Technical Lead,5,"Professional Skills, Communication",High School,Vadodara,885560
Female,Technical Lead,6,"Professional Skills, Communication",Masters/Postgraduate,Vadodara,1441209
Female,Technical Lead,7,"Professional Skills, Communication",High School,Vadodara,1126569
Female,Technical Lead,3,"Professional Skills, Communication",Masters/Postgraduate,Nashik,1244757
Male,Technical Lead,17,"Professional Skills, Communication",Masters/Postgraduate,Nashik,2518667
Female,Technical Lead,11,"Professional Skills, Communication",High School,Nashik,1153255
Female,Technical Lead,18,"Professional Skills, Communication",Bachelors,Rajkot,1571446
Female,Technical Lead,9,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,1533615
Female,Technical Lead,9,"Professional Skills, Communication",Bachelors,Rajkot,1235538
Male,Technical Lead,1,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,1181448
Female,Technical Lead,5,"Professional Skills, Communication",Bachelors,Chandigarh,1153082
Male,Technical Lead,17,"Professional Skills, Communication",Bachelors,Chandigarh,2098320
Male,Technical Lead,1,"Professional Skills, Communication",Bachelors,Gurgaon,1430314
Male,Technical Lead,2,"Professional Skills, Communication",Masters/Postgraduate,Gurgaon,1762302
Female,Technical Lead,16,"Professional Skills, Communication",High School,Gurgaon,1937488
Male,Technical Lead,7,"Professional Skills, Communication",Masters/Postgraduate,Noida,2018134
Female,Technical Lead,17,"Professional Skills, Communication",Masters/Postgraduate,Noida,2610527
Male,Technical Lead,6,"Professional Skills, Communication",Bachelors,Faridabad,1751089
Female,Technical Lead,0,"Professional Skills, Communication",High School,Faridabad,946247
Female,Technical Lead,13,"Professional Skills, Communication",PhD/Doctorate,Faridabad,2764383
Female,Technical Lead,4,"Professional Skills, Communication",Bachelors,Ghaziabad,1313016
Female,Technical Lead,5,"Professional Skills, Communication",High School,Ghaziabad,1094094
Male,Technical Lead,2,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,1596016
Female,Technical Lead,7,"Professional Skills, Communication",PhD/Doctorate,Remote,1948882
Female,Technical Lead,9,"Professional Skills, Communication",Bachelors,Remote,1564775
Male,Technical Lead,0,"Professional Skills, Communication",Bachelors,Remote,1262595
Male,Full Stack Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Mumbai,1927623
Male,Full Stack Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Mumbai,1159336
Male,Full Stack Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Mumbai,1796924
Female,Full Stack Developer,4,"Programming, Software Development, Problem Solving",Bachelors,Delhi,898563
Female,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Delhi,1458352
Female,Full Stack Developer,5,"Programming, Software Development, Problem Solving",PhD/Doctorate,Delhi,1276401
Male,Full Stack Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,1747980
Male,Full Stack Developer,16,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Bangalore,1917454
Male,Full Stack Developer,19,"Programming, Software Development, Problem Solving",PhD/Doctorate,Bangalore,2459466
Female,Full Stack Developer,11,"Programming, Software Development, Problem Solving",High School,Chennai,904099
Male,Full Stack Developer,18,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chennai,1660554
Female,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Chennai,1145815
Female,Full Stack Developer,15,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,1456945
Female,Full Stack Developer,2,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,870752
Male,Full Stack Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Hyderabad,851691
Male,Full Stack Developer,20,"Programming, Software Development, Problem Solving",High School,Pune,1455070
Male,Full Stack Developer,10,"Programming, Software Development, Problem Solving",Bachelors,Pune,1080477
Male,Full Stack Developer,7,"Programming, Software Development, Problem Solving",PhD/Doctorate,Pune,1433121
Female,Full Stack Developer,10,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,869247
Female,Full Stack Developer,0,"Programming, Software Development, Problem Solving",High School,Kolkata,482830
Male,Full Stack Developer,0,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,642107
Male,Full Stack Developer,0,"Programming, Software Development, Problem Solving",High School,Ahmedabad,531253
Male,Full Stack Developer,6,"Programming, Software Development, Problem Solving",PhD/Doctorate,Ahmedabad,1344157
Female,Full Stack Developer,0,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ahmedabad,675356
Female,Full Stack Developer,0,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Surat,586629
Female,Full Stack Developer,12,"Programming, Software Development, Problem Solving",High School,Surat,707966
Female,Full Stack Developer,19,"Programming, Software Development, Problem Solving",Bachelors,Surat,1018754
Female,Full Stack Developer,8,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,681511
Male,Full Stack Developer,12,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,909881
Female,Full Stack Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Jaipur,1318332
Female,Full Stack Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Lucknow,692506
Male,Full Stack Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Lucknow,617012
Female,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Lucknow,955957
Female,Full Stack Developer,3,"Programming, Software Development, Problem Solving",High School,Kanpur,472750
Non-binary,Full Stack Developer,1,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kanpur,522668
Female,Full Stack Developer,19,"Programming, Software Development, Problem Solving",PhD/Doctorate,Kanpur,1386220
Female,Full Stack Developer,1,"Programming, Software Development, Problem Solving",High School,Nagpur,411280
Female,Full Stack Developer,2,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nagpur,722741
Female,Full Stack Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Nagpur,972251
Male,Full Stack Developer,3,"Programming, Software Development, Problem Solving",Bachelors,Indore,666816
Male,Full Stack Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Indore,944661
Female,Full Stack Developer,12,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Indore,938219
Female,Full Stack Developer,16,"Programming, Software Development, Problem Solving",Bachelors,Patna,805737
Male,Full Stack Developer,3,"Programming, Software Development, Problem Solving",High School,Patna,550478
Female,Full Stack Developer,1,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Patna,590395
Male,Full Stack Developer,12,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Bhopal,1110991
Male,Full Stack Developer,11,"Programming, Software Development, Problem Solving",Bachelors,Bhopal,814411
Female,Full Stack Developer,8,"Programming, Software Development, Problem Solving",High School,Bhopal,565862
Female,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Coimbatore,1086457
Female,Full Stack Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Coimbatore,932186
Male,Full Stack Developer,7,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Coimbatore,899006
Male,Full Stack Developer,9,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kochi,1203736
Male,Full Stack Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Kochi,606866
Female,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kochi,1195698
Male,Full Stack Developer,4,"Programming, Software Development, Problem Solving",Bachelors,Thiruvananthapuram,723123
Male,Full Stack Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Thiruvananthapuram,586951
Male,Full Stack Developer,9,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Thiruvananthapuram,989103
Male,Full Stack Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Vadodara,879565
Male,Full Stack Developer,0,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Vadodara,709839
Female,Full Stack Developer,12,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Vadodara,1146781
Male,Full Stack Developer,6,"Programming, Software Development, Problem Solving",High School,Nashik,665314
Female,Full Stack Developer,3,"Programming, Software Development, Problem Solving",High School,Nashik,533674
Female,Full Stack Developer,16,"Programming, Software Development, Problem Solving",Bachelors,Nashik,874226
Female,Full Stack Developer,20,"Programming, Software Development, Problem Solving",PhD/Doctorate,Rajkot,1397852
Female,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Rajkot,969625
Male,Full Stack Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Rajkot,841946
Male,Full Stack Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chandigarh,1431948
Non-binary,Full Stack Developer,17,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chandigarh,1140765
Female,Full Stack Developer,3,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Chandigarh,739344
Female,Full Stack Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Gurgaon,811674
Male,Full Stack Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Gurgaon,810299
Female,Full Stack Developer,5,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Gurgaon,1007593
Male,Full Stack Developer,0,"Programming, Software Development, Problem Solving",Bachelors,Noida,784304
Male,Full Stack Developer,5,"Programming, Software Development, Problem Solving",High School,Noida,871400
Male,Full Stack Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Noida,1407129
Female,Full Stack Developer,9,"Programming, Software Development, Problem Solving",High School,Faridabad,748155
Male,Full Stack Developer,4,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,918953
Male,Full Stack Developer,18,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,1411784
Male,Full Stack Developer,9,"Programming, Software Development, Problem Solving",Bachelors,Ghaziabad,1095433
Male,Full Stack Developer,14,"Programming, Software Development, Problem Solving",High School,Ghaziabad,1180879
Female,Full Stack Developer,7,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ghaziabad,959208
Male,Full Stack Developer,4,"Programming, Software Development, Problem Solving",Bachelors,Remote,901081
Female,Full Stack Developer,9,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Remote,1082863
Male,Full Stack Developer,0,"Programming, Software Development, Problem Solving",PhD/Doctorate,Remote,1014404
Female,Frontend Developer,12,"Programming, Software Development, Problem Solving",High School,Mumbai,860849
Female,Frontend Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Mumbai,756551
Male,Frontend Developer,16,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Mumbai,1365722
Female,Frontend Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Delhi,1042230
Female,Frontend Developer,17,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Delhi,1284191
Female,Frontend Developer,5,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Delhi,813928
Female,Frontend Developer,18,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,1146448
Male,Frontend Developer,16,"Programming, Software Development, Problem Solving",PhD/Doctorate,Bangalore,1913451
Male,Frontend Developer,1,"Programming, Software Development, Problem Solving",Bachelors,Bangalore,662088
Male,Frontend Developer,0,"Programming, Software Development, Problem Solving",PhD/Doctorate,Chennai,813842
Female,Frontend Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Chennai,684906
Female,Frontend Developer,10,"Programming, Software Development, Problem Solving",High School,Chennai,603286
Male,Frontend Developer,11,"Programming, Software Development, Problem Solving",Bachelors,Hyderabad,925735
Male,Frontend Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Hyderabad,892442
Male,Frontend Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Hyderabad,1403795
Non-binary,Frontend Developer,3,"Programming, Software Development, Problem Solving",High School,Pune,513338
Male,Frontend Developer,19,"Programming, Software Development, Problem Solving",High School,Pune,1006431
Female,Frontend Developer,12,"Programming, Software Development, Problem Solving",Bachelors,Pune,837624
Male,Frontend Developer,14,"Programming, Software Development, Problem Solving",High School,Kolkata,719476
Female,Frontend Developer,6,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Kolkata,750257
Non-binary,Frontend Developer,8,"Programming, Software Development, Problem Solving",Bachelors,Kolkata,660582
Male,Frontend Developer,17,"Programming, Software Development, Problem Solving",High School,Ahmedabad,893394
Female,Frontend Developer,20,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ahmedabad,1196722
Female,Frontend Developer,17,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ahmedabad,1032676
Male,Frontend Developer,19,"Programming, Software Development, Problem Solving",Bachelors,Surat,1049475
Female,Frontend Developer,11,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Surat,824024
Female,Frontend Developer,11,"Programming, Software Development, Problem Solving",High School,Surat,591156
Male,Frontend Developer,13,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,816562
Female,Frontend Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,494753
Male,Frontend Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Jaipur,819695
Male,Frontend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Lucknow,538025
Female,Frontend Developer,16,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Lucknow,816985
Female,Frontend Developer,6,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Lucknow,564550
Female,Frontend Developer,12,"Programming, Software Development, Problem Solving",Bachelors,Kanpur,614521
Male,Frontend Developer,3,"Programming, Software Development, Problem Solving",PhD/Doctorate,Kanpur,626194
Female,Frontend Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Kanpur,754371
Male,Frontend Developer,19,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nagpur,1117382
Female,Frontend Developer,10,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nagpur,787146
Male,Frontend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Nagpur,548386
Male,Frontend Developer,16,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Indore,887873
Male,Frontend Developer,2,"Programming, Software Development, Problem Solving",High School,Indore,367181
Female,Frontend Developer,6,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Indore,590596
Non-binary,Frontend Developer,18,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Patna,745146
Female,Frontend Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Patna,706079
Male,Frontend Developer,7,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Patna,674008
Female,Frontend Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Bhopal,546608
Male,Frontend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Bhopal,538978
Male,Frontend Developer,9,"Programming, Software Development, Problem Solving",High School,Bhopal,585600
Male,Frontend Developer,11,"Programming, Software Development, Problem Solving",Bachelors,Coimbatore,740898
Female,Frontend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Coimbatore,402938
Male,Frontend Developer,14,"Programming, Software Development, Problem Solving",Bachelors,Coimbatore,754060
Female,Frontend Developer,12,"Programming, Software Development, Problem Solving",Bachelors,Kochi,662094
Male,Frontend Developer,8,"Programming, Software Development, Problem Solving",High School,Kochi,536034
Male,Frontend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Kochi,534634
Male,Frontend Developer,11,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Thiruvananthapuram,928304
Male,Frontend Developer,13,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Thiruvananthapuram,959610
Female,Frontend Developer,16,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Thiruvananthapuram,845732
Male,Frontend Developer,1,"Programming, Software Development, Problem Solving",High School,Vadodara,422993
Male,Frontend Developer,6,"Programming, Software Development, Problem Solving",High School,Vadodara,574779
Male,Frontend Developer,8,"Programming, Software Development, Problem Solving",High School,Vadodara,621747
Male,Frontend Developer,12,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nashik,822850
Female,Frontend Developer,10,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Nashik,801198
Male,Frontend Developer,0,"Programming, Software Development, Problem Solving",High School,Nashik,366532
Male,Frontend Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Rajkot,808547
Male,Frontend Developer,6,"Programming, Software Development, Problem Solving",Bachelors,Rajkot,576817
Male,Frontend Developer,5,"Programming, Software Development, Problem Solving",High School,Rajkot,510878
Male,Frontend Developer,11,"Programming, Software Development, Problem Solving",Bachelors,Chandigarh,721178
Male,Frontend Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Chandigarh,1094676
Male,Frontend Developer,20,"Programming, Software Development, Problem Solving",Bachelors,Chandigarh,1087745
Male,Frontend Developer,18,"Programming, Software Development, Problem Solving",Bachelors,Gurgaon,1272789
Male,Frontend Developer,2,"Programming, Software Development, Problem Solving",High School,Gurgaon,598507
Female,Frontend Developer,3,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Gurgaon,771939
Female,Frontend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Noida,565741
Non-binary,Frontend Developer,4,"Programming, Software Development, Problem Solving",Bachelors,Noida,666512
Female,Frontend Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Noida,969016
Female,Frontend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,575365
Male,Frontend Developer,17,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,1126140
Female,Frontend Developer,5,"Programming, Software Development, Problem Solving",Bachelors,Faridabad,658425
Male,Frontend Developer,10,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Ghaziabad,975277
Male,Frontend Developer,15,"Programming, Software Development, Problem Solving",Bachelors,Ghaziabad,1079226
Female,Frontend Developer,2,"Programming, Software Development, Problem Solving",Bachelors,Ghaziabad,482397
Female,Frontend Developer,7,"Programming, Software Development, Problem Solving",Bachelors,Remote,665923
Male,Frontend Developer,10,"Programming, Software Development, Problem Solving",Bachelors,Remote,775105
Male,Frontend Developer,19,"Programming, Software Development, Problem Solving",High School,Remote,959461
Female,Backend Developer,2,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Mumbai,943172
Male,Backend Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Mumbai,1762616
Male,Backend Developer,14,"Programming, Software Development, Problem Solving",Masters/Postgraduate,Mumbai,1558653
